State,Sector,Sl No,Project Name,Agency Name,Project Code,Date of Approval (MM/YYYY),Date of Commissioning Original,Date of Commissioning Revised,Date of Commissioning Anticipated,Cost Original,Cost Revised,Cost Anticipated,Cumulative Expenditure in Rs. Crore,Physical Progress (%)
ANDHRA PRADESH,ROAD TRANSPORT AND,37,CONSTRUCTION OF SIX LANING OF DEDICATED PORT ROAD TO KRISHNAPATNAM PORT (PACKAGE-I) KM 0+000 TO KM 1,NHAI,N24000811,3/2018,12/2020,Dec-22,12/2024,314.43,N.A.,348.72,85.61,62.1
ANDHRA PRADESH,ROAD TRANSPORT AND,38,FOUR LANING OF 5.122 KM OF NH9(NEW NH 65) FROM KM 269.900(DESIGN CH0.0) TO KM 275/622(DESIGN CH 5.12,MoRTH,N24000928,10/2015,12/2015,Dec-19,1/2021,333.21,N.A.,353.43,342.71,100
ANDHRA PRADESH,ROAD TRANSPORT AND,39,REHABILITATION AND UPGRADATION OF NH219(NEW NH42) FROM KM 244.930 TO 299.775 (MADANAPALLI PUNGANURU,MoRTH,N24000929,9/2016,2/2017,Jan-22,2/2022,372.68,N.A.,309.37,274.76,100
ANDHRA PRADESH,ROAD TRANSPORT AND,40,REHABILITATION AND UPGRADATION OF EXISTING NH- 167 FROM KM 14.900 TO KM 70.00 (DESIGN CH.14.900 TO 69,MoRTH,N24000931,11/2016,5/2017,N.A.,11/2024,290.15,N.A.,236.16,205.02,89.86
ANDHRA PRADESH,ROAD TRANSPORT AND,41,REHABILITATION AND UPGRADATION OF NH-340 FROM KM 0/0 TO KM 60/380 (DESIGN CH. 0/000 TO 60/025 EXCLUD,MoRTH,N24000932,1/2017,8/2017,Jul-22,7/2022,319.28,N.A.,319.28,241.94,100
ANDHRA PRADESH,ROAD TRANSPORT AND,42,REHABILITATION AND UPGRADATION OF NEW NH- 544DD FROM DESIGN CHAINAGE KM 56.00 TO 102.20 OF KALYANDURG,MoRTH,N24000937,3/2018,8/2018,N.A.,8/2024,289.67,290,285.29,254.19,97.5
ANDHRA PRADESH,ROAD TRANSPORT AND,43,REHABILITATION AND UPGRADATION OF NH565 FROM EXISTING KM 361.330(DORNALA T JUNCTION) TO KM 420.800(P,MoRTH,N24000963,1/2018,8/2018,Dec-21,12/2021,418.03,386.99,386.99,365.55,100
ANDHRA PRADESH,ROAD TRANSPORT AND,44,CONSTRUCTION OF TIMMAPURAM TO GURJANAPALLE SECTION FROM KM 26.150 TO 41.161 OF NH- 214(NH216)(KAKINAD,MoRTH,N24000964,8/2016,1/2017,N.A.,5/2025,350.61,N.A.,411.18,457.55,97.83
ANDHRA PRADESH,ROAD TRANSPORT AND,45,CONSTRUCTION OF 2L+PS FROM PASARLAPUDI-DHINDI (105/700 TO 127.500 OF NH-214) OF NH-216,MoRTH,N24000969,1/2017,9/2017,N.A.,12/2024,263.45,N.A.,263.45,241.91,83.5
ANDHRA PRADESH,ROAD TRANSPORT AND,46,6-LANING OF VIJAYAWADA BYPASS FROM CHINNA AVUTUPALLI (DESIGN CH.0+000) TO GOLLAPUDI (DESIGN CH. 30+0,NHAI,N24001300,11/2019,2/2021,Aug-23,10/2024,1226.88,1569.68,1581.24,1438.66,95.66
ANDHRA PRADESH,ROAD TRANSPORT AND,47,6-LANING OF VIJAYAWADA BYPASS FROM GOLLAPUDI (DESIGN CH. 30+000) TO CHINNAKAKANI (DESIGN CH. 47+881),NHAI,N24001301,11/2019,1/2024,N.A.,7/2024,1601.1,N.A.,1601.1,1154.69,73.75
ANDHRA PRADESH,ROAD TRANSPORT AND,48,REHABILITATION AND UPGRADATION TO 2-LANE WITH PAVED SHOULDERS CONFIGURATION OF PADERU- GONDIGUDA SECT,MoRTH,N24001386,8/2020,3/2021,N.A.,8/2024,222.61,N.A.,222.61,143.53,76
ANDHRA PRADESH,ROAD TRANSPORT AND,49,CONSTRUCTION OF 4 LANE ACCESS CONTROLLED NEW GREENFIELD HIGHWAY SECTION OF NH 365BG FROM RECHARLA VI,NHAI,N24001476,9/2021,9/2022,Sep-24,3/2025,517.05,N.A.,655.06,497.68,60.44
ANDHRA PRADESH,ROAD TRANSPORT AND,50,CONSTRUCTION OF 4 LANE ACCESS CONTROLLED NEW GREENFIELD HIGHWAY SECTION OF NH-365BG (KHAMMAM-DEVARAP,NHAI,N24001477,9/2021,9/2022,Sep-24,3/2025,622,N.A.,817.91,469.48,52.04
ANDHRA PRADESH,ROAD TRANSPORT AND,51,6L OF CHILKARARUPET BYPASS FROM KM. 357.400 TO KM. 371.920 OF NH-16,NHAI,N24001817,2/2019,3/2023,Oct-24,10/2024,757.45,N.A.,757.45,471.32,75.26
ANDHRA PRADESH,ROAD TRANSPORT AND,52,6L OF PONDAVAKKAM TO KANNIGAIPAIR FROM KM 96.040 TO KM 116.100 OF NH 716B (PKG- IV),NHAI,N24001818,2/2021,1/2025,N.A.,1/2025,818.73,N.A.,1105,249.98,12.99
ANDHRA PRADESH,ROAD TRANSPORT AND,53,6L OF VEERA KAVERI RAJA PURAM TO PONDAVAKKAM FROM KM 61.380 TO KM 96.040 OF NH 716B (PKG-III),NHAI,N24001819,3/2021,1/2025,N.A.,1/2025,1102.63,N.A.,1303,729.05,70
ANDHRA PRADESH,ROAD TRANSPORT AND,54,6L OF VARADHARAJULA TO KUMARAJAPET FROM KM 0.000 TO KM 43.800 OF NH-716B (PKG- I),NHAI,N24001820,2/2021,12/2024,N.A.,12/2024,1484.83,N.A.,1768,860.89,53.43
ANDHRA PRADESH,ROAD TRANSPORT AND,55,BANGALORE CHENNAI EXPRESSWAY (PHASE-II PKG-III) FROM KM.127.000 TO KM 156.000 (BANGARUPALEM TO GUDIP,NHAI,N24001821,11/2020,10/2024,N.A.,10/2024,1137.74,N.A.,1289,760.64,70.12
ANDHRA PRADESH,ROAD TRANSPORT AND,56,BANGALORE CHENNAI EXPRESSWAY (PHASE-II PKG-I) FROM KM.71.000 TO KM 96.000 (BETHAMANGALA IN THE STATE,NHAI,N24001822,12/2020,10/2024,N.A.,10/2024,1075.27,N.A.,1307,657.86,53.2
ANDHRA PRADESH,ROAD TRANSPORT AND,57,4L OF MADANAPALLE TO PILERU SECTION FROM KM 0.000 TO KM 55.900 OF NH-71(PACKAGE-I) - N/05060/01002/A,NHAI,N24001823,1/2022,1/2025,Jan-23,1/2025,1852.12,N.A.,1787,525.31,59.5
ANDHRA PRADESH,ROAD TRANSPORT AND,58,RENIGUNTA - POYYA - NAIDUPETA KM 124.60 TO KM 183.4 OF NH 71 - N/04027/06001/AP,NHAI,N24001824,3/2020,1/2024,Dec-24,12/2024,1863.09,N.A.,2238,1058.87,90
ANDHRA PRADESH,ROAD TRANSPORT AND,59,6L KANTAKAPALLE ? SABBAVARAM SECTION OF NH- 130CD ROAD FROM KM 445.100 TO KM 464.662 (PKG-4),NHAI,N24001836,2/2021,10/2024,N.A.,10/2024,824.29,N.A.,924,376.15,61
ANDHRA PRADESH,ROAD TRANSPORT AND,60,6L JAKKUVA ? KORLAM SECTION OF NH-130CD ROAD FROM KM 396.800 TO KM 421.100 (PKG 2),NHAI,N24001837,2/2021,3/2024,Jul-24,9/2024,663.6,N.A.,768,305.52,84.5
ANDHRA PRADESH,ROAD TRANSPORT AND,61,6L ALURU - JAKKUVA SECTION OF NH-130CD ROAD FROM KM 365.033 TO KM 396.800 (PKG. 1),NHAI,N24001838,2/2021,3/2024,N.A.,3/2025,922.5,N.A.,1128.68,361.03,68.02
ANDHRA PRADESH,ROAD TRANSPORT AND,62,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM KODUR 0.000 KMS TO VANAVOLU 24.300 KMS OF NH 544G PACKA,NHAI,N24001841,12/2022,9/2025,N.A.,2/2026,912.94,N.A.,912.94,118.93,13.5
ANDHRA PRADESH,ROAD TRANSPORT AND,63,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM VANAVOLU 24.300 KM. TO VANKARAKUNTA 45.700 KM. OF NH 5,NHAI,N24001842,12/2022,11/2025,N.A.,11/2025,750.81,N.A.,750.81,53.99,10.28
ANDHRA PRADESH,ROAD TRANSPORT AND,64,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM VANKARAKUNTA 45.700 KM. TO ODULAPALLE 72.000 KM. OF NH,NHAI,N24001843,12/2022,11/2025,N.A.,11/2025,992.89,N.A.,992.89,59.46,8.24
ANDHRA PRADESH,ROAD TRANSPORT AND,65,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM ODULAPALLE 72.000 KM. TO NALLACHERUVUPALLI 96.300 KM.,NHAI,N24001844,12/2022,10/2025,N.A.,10/2025,1058.9,N.A.,1058.9,131.27,10.77
ANDHRA PRADESH,ROAD TRANSPORT AND,66,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM NALLACHERUVU PALLI 96.300 KM. TO YERRAGUDIPADU 129.000,NHAI,N24001845,2/2023,10/2025,N.A.,10/2025,1253.24,N.A.,1253.24,70.84,3.5
ANDHRA PRADESH,ROAD TRANSPORT AND,67,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM YERRAGUDIPADU 129.000 KM. TO AUDIREDDIPALLE 160.000 KM.,NHAI,N24001846,2/2023,10/2025,N.A.,10/2025,1200.42,N.A.,1200.42,57.64,1.5
ANDHRA PRADESH,ROAD TRANSPORT AND,68,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM AUDIREDDIPALLE 160.000 KM. TO MALLAPALLE 176.000 KM. PA,NHAI,N24001847,1/2023,11/2025,N.A.,11/2025,956.14,N.A.,956.14,57.22,7.2
ANDHRA PRADESH,ROAD TRANSPORT AND,69,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM MALLAPALLE 176.000 KM. TO KAVULAKUNTLA 196.000 KM. PACK,NHAI,N24001848,2/2023,10/2025,N.A.,10/2025,909.02,N.A.,909.02,59.96,4
ANDHRA PRADESH,ROAD TRANSPORT AND,70,4L PS MYDUKUR BADVEL FROM KM 585.820 TO KM 630.960 SECTION OF NH 67,NHAI,N24001849,5/2022,7/2025,N.A.,9/2025,1063.72,N.A.,1063.72,310.6,31.34
ANDHRA PRADESH,ROAD TRANSPORT AND,71,CONSTRUCTION OF 4-LANE HIGHWAY FROM SAMARLAKOTA TO ACHAMPETA JUNCTION (FROM KM. 0.000 TO KM. 12.250,NHAI,N24001856,5/2023,8/2025,N.A.,8/2025,648.75,N.A.,648.75,92.07,26.58
ANDHRA PRADESH,ROAD TRANSPORT AND,72,4 LANING OF BATHALAPALLI TO MUDIGUBBA SECTION (DESIGN CHAINAGE KM. 96.300 TO 129.300) INCLUDING BATH,MoRTH,N24001931,3/2022,2/2025,N.A.,2/2025,536,N.A.,536,393.81,92
ANDHRA PRADESH,ROAD TRANSPORT AND,73,2L+PS FROM KM. 0+000 TO KM. 32+000 (MUDIGUBBA TO PUTTAPARTHI) OF NH-342,MoRTH,N24001932,3/2022,9/2024,N.A.,9/2024,401.72,N.A.,401.72,161.11,60
ANDHRA PRADESH,ROAD TRANSPORT AND,74,MULAKALACHERUVU TO MADANAPALLE SECTION OF NH42 FROM KM 202.050 TO KM 245.640 EXCLUDING RETAINED STRE,MoRTH,N24001933,12/2021,12/2024,N.A.,12/2024,480.1,N.A.,480.1,443.87,78
ANDHRA PRADESH,ROAD TRANSPORT AND,75,NH440 RAYACHOTY TOVEMPALLI 2LPS,MoRTH,N24001934,12/2021,5/2024,N.A.,5/2024,439.82,N.A.,439.82,193.63,26
ANDHRA PRADESH,ROAD TRANSPORT AND,76,4 LANE WITH PAVED SHOULDER FROM KM 0.000 TO KM 51.119 OF TADIPATRI TO MUDDANUR OF NH67,MoRTH,N24001935,3/2022,8/2025,N.A.,8/2025,724.17,N.A.,724.17,321.81,59
ANDHRA PRADESH,ROAD TRANSPORT AND,77,NH165 FROM KM 0.000 TO KM 64.020 PAMARRU TO AKIVEEDU SECTION TO TWO LANE WITH PAVED SHOULDERS,MoRTH,N24001939,3/2020,9/2023,N.A.,12/2024,529.24,N.A.,529.24,291.44,43.8
ANDHRA PRADESH,ROAD TRANSPORT AND,78,2LPS FROM KM36.400 TO KM. 107.224 OF NH167BG FROM DUTTALUR TO KAVALI SECTION,MoRTH,N24001942,3/2021,7/2024,N.A.,7/2024,423.67,N.A.,423.67,228.15,58
ANDHRA PRADESH,ROAD TRANSPORT AND,79,NH167B FROM KM 99.103 CS PURAM TO KM 143.320 MALAKONDA TO 2LPS,MoRTH,N24001949,12/2021,3/2024,N.A.,12/2025,277.3,N.A.,277.3,137.09,73.78
ANDHRA PRADESH,ROAD TRANSPORT AND,80,NH167B FROM KM.143.320 MALAKONDA TO 189.050 SINGARAYAKONDA ON NH 16 TO TWO LANE WITH PAVED SHOULDERS,MoRTH,N24001950,3/2021,2/2025,N.A.,2/2025,369.81,N.A.,369.81,227.23,78.38
ANDHRA PRADESH,ROAD TRANSPORT AND,81,NH167AD FROM MACHERLA TO DACHEPALLI FROM KM.0.000 TO 43.659 TO 2LPS,MoRTH,N24001951,1/2022,1/2025,N.A.,1/2025,403.22,N.A.,403.22,262.08,70
ANDHRA PRADESH,ROAD TRANSPORT AND,82,NH 167 B KADAPA NELLORE BORDER TO CSPURAM I.E. FROM KM 58.635 TO KM 99.409,MoRTH,N24001952,3/2022,8/2025,N.A.,8/2025,285.5,N.A.,285.5,98.67,44.46
ANDHRA PRADESH,ROAD TRANSPORT AND,83,NH-30-BHADRACHALAM TO KONTA SECTION 2LPS,MoRTH,N24001953,12/2021,9/2024,N.A.,9/2024,388.71,N.A.,388.71,166.78,0
ANDHRA PRADESH,ROAD TRANSPORT AND,84,WIDENING TO 2LPS OF RAMPACHODAVARAM - KOYYURU SECTION OF NH516E FROM KM.43.700 TO KM 113.820,MoRTH,N24001954,3/2022,1/2025,N.A.,1/2025,568.12,N.A.,568.12,272.44,72.48
ANDHRA PRADESH,ROAD TRANSPORT AND,85,GUDIWADA TOWN 2 LANE ROB AND ROAD IMPROVEMENT OF NH165 IN REPLACEMENT OF LC NO 3ESPL3 AT KM 231.700,MoRTH,N24001955,3/2022,5/2025,N.A.,5/2025,317.22,N.A.,317.22,113.06,33
ANDHRA PRADESH,ROAD TRANSPORT AND,86,2LPS FROM GONDIGUDA TO ARAKU BHALLAGUDA KM 27.480 TO KM 51.772 SECTION OF NH 516E,MoRTH,N24001956,8/2020,9/2023,N.A.,12/2024,296.66,N.A.,296.66,216.41,79
ANDHRA PRADESH,ROAD TRANSPORT AND,87,2LPS OF KOYYURU TO CHAPRATHIPALEM SECTION OF NH 516E,MoRTH,N24001957,8/2020,7/2024,N.A.,7/2024,349.29,N.A.,349.29,138.22,49
ANDHRA PRADESH,ROAD TRANSPORT AND,88,2LPS OF CHAPRATHIPALEM TO LAMBASINGI SECTION OF NH 516E,MoRTH,N24001958,8/2020,10/2024,N.A.,10/2024,311.22,N.A.,311.22,100.84,40
ANDHRA PRADESH,ROAD TRANSPORT AND,89,4 LANE FROM KM 56.400 TO KM 120.300 FROM B.KOTHAPALLI JUNCTION TO GORANTLA OF NH 716G,MoRTH,N24001959,3/2022,9/2025,N.A.,9/2025,839.98,N.A.,839.98,175.11,32
ANDHRA PRADESH,ROAD TRANSPORT AND,90,4L GREENFIELD ROAD CONNECTING NORTH AND SOUTH INDUSTRIAL CLUSTER OF KHANDALERU CREEK NEAR KRISHNAPAT,NHAI,N24001979,8/2022,9/2025,N.A.,9/2025,609.43,N.A.,609.43,25.24,13.48
ANDHRA PRADESH,ROAD TRANSPORT AND,91,4 LANING OF NH 544D FROM EXISTING KM 346.300 OF NH 44 (DESIGN CHAINAGE KM 0.000) TO KM 39.380 (DESIG,NHAI,N24001980,10/2022,7/2025,N.A.,7/2025,907.76,N.A.,907.76,220.2,41.7
ANDHRA PRADESH,ROAD TRANSPORT AND,92,CONSTRUCTION OF SIX LANING OF NAIDUPETA JUNCTION - TURPUKANUPUR SECTION FROM KM.57+046 TO KM.91+927,NHAI,N24001981,7/2022,10/2025,N.A.,10/2025,1398.84,N.A.,1398.84,58.68,3.03
ANDHRA PRADESH,ROAD TRANSPORT AND,93,4L PS FROM KURNOOL (EXISTING KM. 5.400 OF NH- 40/DESIGN KM.0.000) TO MANDLEM (EXISTING KM.38.000/DESI,NHAI,N24001982,3/2023,10/2025,N.A.,10/2025,827.39,N.A.,827.39,214.02,61.38
ANDHRA PRADESH,ROAD TRANSPORT AND,94,4 LANING FROM EXISTING KM 39.380 (DESIGN CH. 37.000) TO KM 74.450 (DESIGN CH. 69.000) OF MUCHUKOTA ?,NHAI,N24001983,10/2022,8/2025,N.A.,8/2025,972.63,N.A.,1055.23,181.56,32.59
ANDHRA PRADESH,ROAD TRANSPORT AND,95,4L PS FROM MANDLEM (EXISTING KM. 38.000/DESIGN KM.30.600) TO ATMAKUR (EXISTING KM.73.000/DESIGN KM 6,NHAI,N24001984,3/2023,10/2025,N.A.,10/2025,887.28,N.A.,887.28,107.91,20.55
ANDHRA PRADESH,ROAD TRANSPORT AND,96,BANGALORE CHENNAI EXPRESSWAY (PHASE-II PKG-II) FROM KM.96.000 TO KM 127.000 (BAIREDDYPALLE TO BANGAR,NHAI,N24001985,3/2021,6/2025,N.A.,6/2025,1942.94,2171,2171,800.79,34.7
ANDHRA PRADESH,ROAD TRANSPORT AND,97,4L OF PILERU TO KALUR SECTION FROM KM 55.900 TO KM 92.800 AND KM 94.500 TO KM 95.717,NHAI,N24001986,10/2023,4/2025,N.A.,4/2025,1047.32,N.A.,1047.32,221.87,42.15
ANDHRA PRADESH,ROAD TRANSPORT AND,98,"CONSTRUCTION OF 1 NOS ROB, 2 NOS VUPS, SERVICE ROADS, PROVISION OF LIGHTING AND CONSTRUCTION OF OTHE",NHAI,N24001987,6/2023,12/2024,N.A.,12/2024,152.05,N.A.,152.05,74.35,44.66
ANDHRA PRADESH,ROAD TRANSPORT AND,99,6L OF CHITTOOR TO THATCHUR FROM KUMARAJAPET TO VEERA KAVERI RAJA PURAM FROM KM 43.800 TO KM 61.380 O,NHAI,N24001988,2/2021,10/2025,N.A.,10/2025,591.99,703,703,165.71,27.89
ANDHRA PRADESH,ROAD TRANSPORT AND,100,CONSTRUCTION OF 4 LANE ACCESS CONTROLLED HIGHWAY FROM CHILLAKURU CROSS ROAD TO TURPUKANUPUR KM 0+000,NHAI,N24002033,7/2022,12/2025,N.A.,12/2025,909.47,N.A.,909.47,97.03,7.71
ANDHRA PRADESH,ROAD TRANSPORT AND,101,COMPLETION OF BALANCE WORKS PENDING IN BIT AND PIECES (INCOMPLETE STRETCH AT 7 LOCATIONS) AND LISTED,NHAI,N24002103,9/2022,1/2025,N.A.,1/2025,166.52,N.A.,166.52,43.74,0
ANDHRA PRADESH,ROAD TRANSPORT AND,102,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM NARAYANMPET (CH. 203+500) TO CHANDRASEKHARPURAM (CH. 22,NHAI,N24002122,2/2024,2/2026,N.A.,2/2026,813.66,N.A.,813.66,11.72,5.65
ANDHRA PRADESH,ROAD TRANSPORT AND,103,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM CHANDRASEKHARAPURAM (CH. 228+000) TO POLAVARAM (CH. 260,NHAI,N24002123,2/2024,2/2026,N.A.,2/2026,1292.65,N.A.,1292.65,27.33,4.23
ANDHRA PRADESH,ROAD TRANSPORT AND,104,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM POLAVARAM (CH. 260+000) TO MARRIPUDI (CH. 285+500) OF [,NHAI,N24002124,2/2024,2/2026,N.A.,2/2026,747.29,N.A.,747.29,42.83,5.01
ANDHRA PRADESH,ROAD TRANSPORT AND,105,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM MARRIPUDI (CH. 285+500) TO SOMAVARAPPADU (CH. 314+600),NHAI,N24002125,2/2024,2/2026,N.A.,2/2026,976.4,N.A.,976.4,55.64,9
ANDHRA PRADESH,ROAD TRANSPORT AND,106,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM SOMAVARAPPADU (CH.314.600) TO MUPPAVARAM (CH.343+240) O,NHAI,N24002126,2/2024,2/2026,N.A.,2/2026,1103.89,N.A.,1103.89,54.54,0.51
ANDHRA PRADESH,ROAD TRANSPORT AND,107,4-LANE WITH PAVED SHOULDERS FROM KM 32/0 TO KM 79/650 (DESIGN CHAINAGE KM 32+000 TO KM 78+760) PUTTA,MoRTH,N24002139,3/2023,12/2025,N.A.,12/2025,1318.57,N.A.,1318.57,234,0
ANDHRA PRADESH,ROAD TRANSPORT AND,108,SOMAYAJULAPALLI ? DHONE SECTION OF NH ? 340B FROM KM.0/0 TO 56/200 [DESIGN CH. KM 0/00 TO KM 53/33],MoRTH,N24002140,4/2023,12/2025,N.A.,12/2025,629.73,N.A.,629.73,151.37,37.85
ANDHRA PRADESH,ROAD TRANSPORT AND,109,2 LANE WITH PAVED SHOULDER CONFIGURATION FROM SEETHARAMAPURAM TO DUTTALURU SECTION OF NH- 167 BG FROM,MoRTH,N24002141,6/2023,7/2025,N.A.,7/2025,364.07,N.A.,364.07,87.55,52.28
ANDHRA PRADESH,ROAD TRANSPORT AND,110,2-LANE WITH PAVED SHOULDER CONFIGURATION OF LAMBASINGI TO PADERU SECTION (KM 205+000 TO KM 253+974),MoRTH,N24002142,8/2023,11/2025,N.A.,11/2025,361.24,N.A.,361.24,7.91,5
ANDHRA PRADESH,ROAD TRANSPORT AND,111,BYPASS ROAD TO ADONI TOWN CONNECTING NH-167 (HAGARI - JADCHARLA ROAD) FROM KM.62/700 TO 71/400 IN KU,MoRTH,N24002143,8/2023,2/2026,N.A.,2/2026,361.24,N.A.,361.24,19.47,16.67
ANDHRA PRADESH,ROAD TRANSPORT AND,112,VODAREVU-CHILAKALURIPET SECTION (DESIGN CHAINAGE 0+00 TO 47+000) OF NH-167A (PACKAGE-I),MoRTH,N24002144,8/2023,2/2026,N.A.,2/2026,1064.24,N.A.,1064.24,171.43,11.52
ANDHRA PRADESH,ROAD TRANSPORT AND,113,TADIPATRI BYPASS (KM 0+000 TO KM 6+285) OF 4-LANE ON NH- 67 IN ANANTAPURAMU,MoRTH,N24002145,11/2023,3/2026,N.A.,3/2026,159.66,N.A.,159.66,32.76,27
ANDHRA PRADESH,ROAD TRANSPORT AND,114,KURNOOL/KADAPA BORDER- JAMMALAMADUGU SECTION OF NH-167K I.E. DESIGN CH. KM 248+010 TO KM 269+900,MoRTH,N24002146,11/2023,11/2025,N.A.,11/2025,292.63,N.A.,292.63,0,0
ANDHRA PRADESH,ROAD TRANSPORT AND,115,DORNALA TO KUNTA JUNCTION FROM DESIGN CHAINAGE KM 244+000 TO 267+990 SECTION OF NH-765 (PACKAGE-2),MoRTH,N24002147,12/2022,1/2024,N.A.,3/2026,244.83,N.A.,244.83,17.23,13
ANDHRA PRADESH,ROAD TRANSPORT AND,116,PADERU BYPASS (KM 0+000 TO KM 13+000) OF 2- LANE WITH PAVED SHOULDER ON NH-516E,MoRTH,N24002148,3/2023,3/2024,N.A.,2/2026,244.43,N.A.,244.43,0,0
ANDHRA PRADESH,ROAD TRANSPORT AND,117,DAVUALAPALLY TO MALLAPALEM SECTION {DESIGN CH. KM 133+922 TO KM 154+216 (EXISTING CH. KM 133+922 TO,MoRTH,N24002149,1/2024,2/2024,N.A.,2/2026,393.61,N.A.,393.61,41.66,0
ANDHRA PRADESH,WATER RESOURCES,118,POLAVARAM IRRIGATION PROJECT,PPA,N30000002,2/2009,3/2020,N.A.,3/2024,10151.04,N.A.,55548.87,21504.24,77
ARUNACHAL PRADESH,CIVIL AVIATION,119,CONSTRUCTION OF NEW GREEN FIELD AIRPORT AT HOLLONGI ITANAGAR ARUNACHAL PRADESH,AAI,N04000092,2/2019,8/2022,Dec-24,12/2024,645.63,N.A.,712.15,662.01,97.72
ARUNACHAL PRADESH,POWER,120,SUBANSIRI LOWER H.E.P (8X250 MW) (NHPC),NHPC,180100221,9/2003,9/2010,N.A.,5/2026,6285.33,N.A.,21247.54,21684.58,93.49
ARUNACHAL PRADESH,POWER,121,DIBANG MULTIPURPOSE PROJECT 2880 MW ARUNACHAL PRADESH,NHPC,N18000362,2/2023,2/2032,N.A.,2/2032,31876.39,N.A.,31876.39,2477.5,12.41
ARUNACHAL PRADESH,ROAD TRANSPORT AND,122,TWO LANING OF JORAM KOLORIANG ROAD (NH 713) ON EPC BASIS FROM DESIGN KM. 138+000 TO KM. 154+036 [EX,NHIDCL,N24000683,2/2017,11/2023,Mar-24,10/2024,180.57,244.1,180.57,154.17,90.01
ARUNACHAL PRADESH,ROAD TRANSPORT AND,123,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDERS OF JORAM KOLORIANG ROAD (NH 713) ON EPC BASIS FROM EXI,NHIDCL,N24000685,2/2017,4/2022,Nov-23,11/2023,167.28,N.A.,167.28,144.91,100
ARUNACHAL PRADESH,ROAD TRANSPORT AND,124,CONSTRUCTION OF 2 LANING OF EXISTING HUNLI-ANINI ROAD ON EPC BASIS FROM DESIGN KM 106.200 TO KM 120.,NHIDCL,N24000944,12/2016,1/2020,Jan-23,9/2023,200.44,200.44,200.44,161.25,100
ARUNACHAL PRADESH,ROAD TRANSPORT AND,125,CONSTRUCTION OF 2-LANE ROAD WITH PAVED SHOULDERS FROM KM16.00 OF ROING-HUNLI SECTION TO KM 21.500 OF,NHIDCL,N24000946,3/2017,3/2022,Dec-23,7/2025,1718.59,1718.59,1718.59,662.35,68.55
ARUNACHAL PRADESH,ROAD TRANSPORT AND,126,CONSTRUCTION OF 2 LANING OF EXISTING HUNLI-ANINI ROAD ON EPC BASIS FROM DESIGN KM 53.500 TO KM 92.50,NHIDCL,N24000948,9/2016,12/2019,Mar-23,8/2024,568.92,568.92,568.92,508.65,99.74
ARUNACHAL PRADESH,ROAD TRANSPORT AND,127,TWO-LANING OF HAYULIANG? HAWAI BYPASS ROAD ON EPC BASIS FROM DESIGN KM. 51.825 TO KM. 63.131 EXISTI,NHIDCL,N24000979,1/2017,5/2023,May-23,3/2025,256.66,N.A.,256.66,0,63.59
ARUNACHAL PRADESH,ROAD TRANSPORT AND,128,CONSTRUCTION OF 2-LANING WITH HARD SHOULDERS OF ARROWA-KHUPA-HAYULIANG SECTION OF NH-113 FROM CH.68.,NHIDCL,N24001244,8/2020,4/2022,Feb-25,2/2025,301.06,N.A.,301.06,136.15,57.58
ARUNACHAL PRADESH,ROAD TRANSPORT AND,129,CONSTRUCTION OF 2-LANING WITH HARD SHOULDERS OF DEMWE-BRAHMAKUND SECTION OF NH-13 FROM CH.0.00 KM TO,NHIDCL,N24001245,9/2020,5/2022,Oct-22,3/2024,353.9,N.A.,353.9,41.82,25.38
ARUNACHAL PRADESH,ROAD TRANSPORT AND,130,CONSTRUCTION OF 2 LANE ROAD OF POTIN TO PANGIN SECTION OF NH 13 FROM KM 77.95 TO KM 117.56 (PACKAGE,MoRTH,N24001291,3/2019,3/2027,N.A.,3/2027,421.48,N.A.,421.48,365.83,99.53
ARUNACHAL PRADESH,ROAD TRANSPORT AND,131,CONSTRUCTION OF 2 LANE ROAD OF POTIN TO PANGIN SECTION OF NH 13 FROM KM 117.56 TO KM 163.59 (PACKAGE,MoRTH,N24001292,3/2019,3/2027,N.A.,3/2027,543.05,N.A.,600,568.3,98.99
ARUNACHAL PRADESH,ROAD TRANSPORT AND,132,CONSTRUCTION OF 2 LANE ROAD OF POTIN TO PANGIN SECTION OF NH 13 FROM KM 206.66 TO KM 247.05 (PACKAGE,MoRTH,N24001293,3/2019,3/2027,N.A.,3/2027,486.7,N.A.,486.7,474.23,97.71
