State,Sector,Sl No,Project Name,Agency Name,Project Code,Date of Approval (MM/YYYY),Date of Commissioning Original,Date of Commissioning Revised,Date of Commissioning Anticipated,Cost Original,Cost Revised,Cost Anticipated,Cumulative Expenditure in Rs. Crore,Physical Progress (%)
TELANGANA,ROAD TRANSPORT AND,1544,6L ACCESS CONTROLLED GREENFIELD HIGHWAY OF NANDINNE VILLAGE TO JULEKAL VILLAGE FROM KM 202.900 TO KM,NHAI,N24001626,2/2022,1/2025,N.A.,1/2025,972.06,N.A.,972.06,8.38,2.14
TELANGANA,ROAD TRANSPORT AND,1545,WIDENING AND STRENGTHENING OF EXISTING 2 LANE WITH PAVED SHOULDER TO 4 LANE WITH PAVED SHOULDER FRO,MoRTH,N24002000,3/2021,7/2024,N.A.,8/2024,317.19,N.A.,317.19,162.21,67
TELANGANA,ROAD TRANSPORT AND,1546,WIDENING TO 2 LANE WITH PAVED SHOULDERS OF MEDAK - SIDDIPET SECTION FROM KM 0/0 TO KM 69/978 OF NH-,MoRTH,N24002001,1/2022,1/2025,N.A.,6/2025,882.18,N.A.,882.18,223.54,53.13
TELANGANA,ROAD TRANSPORT AND,1547,WIDENING AND IMPROVEMENT OF EXISTING CARRIAGE WAY TO 2 LANE WITH PAVED SHOULDERS FROM KM. 86/160 TO,MoRTH,N24002002,1/2022,12/2024,N.A.,12/2024,423.48,N.A.,423.48,198.05,57.55
TELANGANA,ROAD TRANSPORT AND,1548,REHABILITATION AND UP- GRADATION OF VALIGONDA TO THORRUR SECTION TO TWO LANE WITH PAVED SHOULDERS FRO,MoRTH,N24002003,1/2022,12/2024,N.A.,3/2025,549.28,N.A.,549.28,139.43,47.92
TELANGANA,ROAD TRANSPORT AND,1549,REHABILITATION AND UPGRADATION OF LB-NAGAR TO MALKAPUR SECTION TO 6-LANE MAIN CARRIAGEWAY WITH SERVI,MoRTH,N24002004,3/2021,7/2024,N.A.,6/2025,545.11,N.A.,545.11,250.94,60.52
TELANGANA,ROAD TRANSPORT AND,1550,WIDENING TO TWO LANE WITH PAVED SHOULDERS OF 'BODHAN BASAR BHAINSA ' SECTION FROM KM 38/900 TO 95/3,MoRTH,N24002005,3/2022,3/2025,N.A.,6/2025,644.45,N.A.,644.45,192.96,55.72
TELANGANA,ROAD TRANSPORT AND,1551,"ONSTRUCTION OF 4-LANE FLYOVER AT AMBERPET-X ROAD, HYDERABAD ON NH-202 IN THE STATE OF TELANGANA",MoRTH,N24002006,10/2017,6/2023,N.A.,12/2024,186.71,N.A.,186.71,159.94,75.86
TELANGANA,ROAD TRANSPORT AND,1552,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 0/000 TO KM 79/300 OF KALWAKURTHY - KOLLAPUR SECTI,MoRTH,N24002007,3/2022,7/2025,N.A.,7/2025,886.69,N.A.,886.69,100.69,36.72
TELANGANA,ROAD TRANSPORT AND,1553,WIDENING TO 2 LANE WITH PAVED SHOULDERS OF SIDDIPET-ELKATHURTHY SECTION FROM KM 69/978 TO KM 133/6,MoRTH,N24002008,1/2022,12/2024,N.A.,12/2024,578.85,N.A.,578.85,172.76,65.5
TELANGANA,ROAD TRANSPORT AND,1554,WIDENING AND STRENGTHENING TO 2/4 LANE WITH PAVED SHOULDERS OF MAHABUBNAGAR ? CHINCHOLI SECTION FROM,MoRTH,N24002009,1/2022,1/2025,N.A.,7/2025,703.68,N.A.,703.68,227.94,41.67
TELANGANA,ROAD TRANSPORT AND,1555,WIDENING AND STRENGTHENING TO 4 LANE / 2- LANE WITH PAVED SHOULDERS OF MAHABUBNAGAR-CHINCHOLI SECTION,MoRTH,N24002010,3/2022,3/2024,N.A.,10/2025,631.49,N.A.,631.49,42.69,12
TELANGANA,ROAD TRANSPORT AND,1556,IMPROVEMENT OF GEOMETRICS OF THONDUPALLY TO KOTHUR FROM KM 22.300 TO KM 34.14 OF NH-44-RCW,NHAI,N24002082,2/2022,9/2024,N.A.,9/2024,541.58,N.A.,541.58,20.82,0
TELANGANA,ROAD TRANSPORT AND,1557,FOUR LANING OF KARIMNAGAR- WARANGAL SECTION OF NH-563 FROM DESIGN CH.48.860 KM NEAR SH-1 CH.170.400 K,NHAI,N24002083,3/2022,7/2025,N.A.,7/2025,2146.86,2413,2413,653.29,40.91
TRIPURA,PETROLEUM,1558,"GRASS ROOT RAIL FED DEPOT AT SEKERKOTE, AGARTALA AS RESITEMENT OF EXISTING DHARMANAGAR DEPOT",IOCL,N16000495,6/2022,8/2025,Sep-25,9/2025,656,N.A.,656,290.72,61.1
TRIPURA,RAILWAYS,1559,AGARTALA-AKHAURA NL,NFR,N22000195,4/2012,3/2020,Jun-22,9/2022,569.63,N.A.,708.73,380.92,84
TRIPURA,ROAD TRANSPORT AND,1560,REHABILITATION AND UPGRADATION OF ROAD FROM KM 0.00 TO KM 18.600 OF KUMARGHAT-KAILASHAHAR SECTION,NHIDCL,N24001263,6/2020,1/2022,Feb-24,9/2024,277.5,302.02,302.02,252.1,98.66
TRIPURA,ROAD TRANSPORT AND,1561,KAILASHAHAR TO KHOWAI PKG- 4,NHIDCL,N24001309,11/2020,6/2022,Oct-23,9/2024,159.13,171.5,171.5,79.43,98.05
TRIPURA,ROAD TRANSPORT AND,1562,2-LANING FROM JOLAIBARI - BELONIA,NHIDCL,N24001317,6/2020,1/2022,Jul-24,9/2024,201.99,287.47,287.47,144.07,92.3
TRIPURA,ROAD TRANSPORT AND,1563,2-LANING OF KHOWAI - AGARTALA SECTION FROM DESIGN KM 31.300 TO KM 45.300 OF NH-208A PKG-3,NHIDCL,N24001318,9/2020,4/2022,Oct-22,10/2023,173.17,N.A.,173.17,93.35,100
TRIPURA,ROAD TRANSPORT AND,1564,MANU-SIMLUNG ( PKG 4),NHIDCL,N24001363,3/2021,12/2022,Jun-23,1/2025,354.79,N.A.,354.79,34.08,17.2
TRIPURA,ROAD TRANSPORT AND,1565,2 LANING FROM MANU-SIMLUNG PKG-2,NHIDCL,N24001542,2/2022,1/2025,N.A.,1/2025,456.88,N.A.,456.88,90.15,39
TRIPURA,ROAD TRANSPORT AND,1566,IMPROVEMENT AND WIDENING TO 2-LANE WITH EARTHEN PAVED SHOULDER FROM UDAIPUR TO SRIMANTAPUR,NHIDCL,N24001914,5/2023,11/2024,N.A.,2/2025,195.95,N.A.,195.95,11.5,15.89
TRIPURA,ROAD TRANSPORT AND,1567,4 LANE WITH PAVED SHOULDER AGARTALA BYPASS (WESTERN SIDE) CONNECTING NH-8,NHIDCL,N24002132,3/2023,3/2027,N.A.,3/2027,2026.05,N.A.,2026.05,0,0
UTTAR PRADESH,CIVIL AVIATION,1568,"CCS INTERNATIONAL AIRPORT , LUCKNOW",AAI,N04000077,6/2018,9/2021,Oct-26,10/2026,1383,1938,3291.81,2110.2,75.84
UTTAR PRADESH,CIVIL AVIATION,1569,DEVELOPMENT OF AYODHYA AIRPORT PHASE-01,AAI,N04000094,3/2021,12/2022,Aug-24,8/2024,242.14,328,358,338.44,99.9
UTTAR PRADESH,CIVIL AVIATION,1570,"PRAYAGRAJ AIRPORT - CONSTRUCTION OF NEW TERMINAL BUILDING, SECOND LINK TAXI TRACK, APRON EXPANSION,",AAI,N04000102,5/2023,11/2024,N.A.,12/2024,185.75,232.52,232.52,51.72,35
UTTAR PRADESH,COAL,1571,NEYVELI UTTAR PRADESH POWER PROJECT LIMITED 1980 MW,NLC,N06000152,7/2016,11/2021,Mar-25,3/2025,17237,19406.12,19406.12,17649.19,83.89
UTTAR PRADESH,COAL,1572,KHADIA EXPANSION OCP,NCL,N06000208,6/2021,3/2025,N.A.,3/2026,491.67,N.A.,491.67,29.25,5.67
UTTAR PRADESH,HOME AFFAIRS,1573,CONSTRUCTION OF 683 VARIOUS TYPE FAMILY QUARTERS AT GROUP CENTRE CRPF CHANDAULI,CPWD FOR MHA,N45000003,5/2019,1/2022,Mar-23,3/2023,199.31,N.A.,199.31,86.49,85
UTTAR PRADESH,PETROLEUM,1574,60 KTA POLYPROPYLENE PROJECT,GAIL,N16000429,3/2019,4/2024,Apr-24,3/2025,910.56,1299.02,1299.02,757.4,88.4
UTTAR PRADESH,PETROLEUM,1575,AUGMENTATION OF FACILITIES AT MATHURA BITUMEN PLANT,IOCL,N16000505,4/2022,4/2025,Dec-26,12/2026,260.12,N.A.,260.12,0.92,1.5
UTTAR PRADESH,PETROLEUM,1576,GRASS-ROOT TERMINAL AT MIRZAPUR UTTAR PRADESH,IOCL,N16000506,9/2022,6/2026,N.A.,11/2026,980.45,N.A.,980.45,112.44,29.7
UTTAR PRADESH,PETROLEUM,1577,"CITY GAS DISTRIBUTION PROJECTS AT LAKHIMPUR KHERI , SITAPUR, BAHRAICH, SHRAVASTI,BALRAMPUR,",BPCL,N16000525,12/2022,6/2030,N.A.,6/2030,16654,N.A.,16654,248.66,4.4
UTTAR PRADESH,POWER,1578,KHURJA SUPER THERMAL POWER PROJECT,THDCIL,N18000272,3/2019,9/2023,N.A.,3/2025,11089.42,N.A.,11089.42,10764.98,92
UTTAR PRADESH,POWER,1579,KALPI SOLAR POWER PROJECT,NHPC,N18000323,7/2020,3/2022,Mar-24,3/2024,314.64,N.A.,350.46,305.05,89.75
UTTAR PRADESH,POWER,1580,"SINGRAULI SUPER THERMAL POWER PROJECT, STAGE-III (2X800 MW)",BHEL,N18000382,3/2024,2/2030,N.A.,2/2030,17195.31,N.A.,17195.31,531,0
UTTAR PRADESH,RAILWAYS,1581,VARANASI-MODHOSINGH- ALLAHABAD DOUBLING,RVNL,N22000401,4/2015,3/2022,N.A.,12/2024,943.6,N.A.,2018.23,1779.61,98
UTTAR PRADESH,RAILWAYS,1582,RAMNA - SINGRAULI DOUBLING,ECR,N22000417,8/2015,3/2020,N.A.,9/2024,2436.21,2880.4,2880.4,2892.87,90
UTTAR PRADESH,RAILWAYS,1583,KARAILA ROAD - SHAKTINAGAR DOUBLING,ECR,N22000419,8/2015,3/2019,N.A.,8/2024,528.57,762.97,762.97,739.41,90
UTTAR PRADESH,RAILWAYS,1584,BURHWAL - GONDA - 3RD RUNNING LINE.,NER,N22000468,4/2016,,N.A.,7/2025,602.5,N.A.,714.96,832.95,48
UTTAR PRADESH,RAILWAYS,1585,"SHAHGANJ-BHATNI-PHEPHNA- INDARA, MAU-SHAHGANJ (EXCL. MAU-INDARA) PATCH DOUBLING.",NER,N22000470,4/2016,12/2019,N.A.,12/2024,1177.96,N.A.,1777.39,1732.31,74
UTTAR PRADESH,RAILWAYS,1586,JHANSI MANIKPUR AND KHAIRAR BHIMSEN DOUBLING,NCR,N22000495,3/2018,3/2023,N.A.,3/2026,4329.53,N.A.,4329.53,60.37,3
UTTAR PRADESH,RAILWAYS,1587,JHANSI BINA DOUBLING,NCR,N22000496,9/2016,3/2021,N.A.,12/2023,2001,2001,2001,1118.8,85
UTTAR PRADESH,RAILWAYS,1588,MATHURA-JHANSI-3RD LINE (273.80 KM),RVNL,N22000501,6/2016,12/2023,N.A.,12/2024,3677.76,N.A.,5190.26,4969.16,80
UTTAR PRADESH,RAILWAYS,1589,SURFACE TRIANGLE LINE BETWEEN BHADURA STATION AND NEW CROSSING STN KARMA DOUBLING,ECR,N22000525,10/2022,10/2027,N.A.,10/2027,199.96,N.A.,199.96,55.09,0
UTTAR PRADESH,RAILWAYS,1590,MUGHALSARAI - ALLAHABAD - 3RD LINE,NCR,N22000544,8/2019,12/2026,N.A.,12/2026,2390,N.A.,2390,0,0
UTTAR PRADESH,RAILWAYS,1591,ALIGARH-HARDUAGANJ FLYOVER (22 KM),NCR,N22000545,4/2020,6/2026,Jun-26,6/2026,1456.89,N.A.,1456.89,0,5
UTTAR PRADESH,RAILWAYS,1592,LALITPUR - BIRARI WITH FLYOVER AT LALITPUR,NCR,N22000546,3/2017,12/2024,N.A.,12/2024,260,N.A.,260,0,0
UTTAR PRADESH,RAILWAYS,1593,ALIGARH-DAUD KHAN - 3RD LINE (6.9 KM) & CONSTRUCTION OF FLYOVER AT DAUD KHAN,NCR,N22000562,4/2019,12/2025,N.A.,12/2025,451.99,N.A.,451.99,0,0
UTTAR PRADESH,RAILWAYS,1594,ALLAHABAD-BAMHRAULI - 4TH LINE (10 KM) WITH FLY-OVER AT SUBEDARGANJ,NCR,N22000563,4/2019,3/2026,N.A.,3/2026,494.11,N.A.,494.11,0,0
UTTAR PRADESH,RAILWAYS,1595,BHANDAI - FLYOVER FOR ETAWAH BOUND DOWN TRAINS,NCR,N22000564,4/2019,12/2025,Mar-26,3/2026,187.21,250.17,250.17,1.75,7
UTTAR PRADESH,RAILWAYS,1596,SAHJANWA - DOHRIGHAT,NER,N22000565,8/2019,3/2029,N.A.,12/2027,371.77,N.A.,1319.75,376.88,1
UTTAR PRADESH,RAILWAYS,1597,BAHRAICH - NANPARA - NEPALGANJ (56.15 KM),NER,N22000566,7/2020,12/2024,N.A.,6/2025,950,N.A.,341.66,20.1,1
UTTAR PRADESH,RAILWAYS,1598,BAHRAICH SRAVASTI BALRAMPUR (TULSIPUR),NER,N22000569,10/2018,10/2030,N.A.,3/2027,1600,N.A.,5739.79,734.51,5
UTTAR PRADESH,RAILWAYS,1599,BARABANKI AKBARPUR DOUBLING,NR,N22000578,9/2017,3/2025,N.A.,3/2025,1200,N.A.,1700,0,0
UTTAR PRADESH,RAILWAYS,1600,JAUNPUR AKBARPUR (TANDA) DOUBLING,NR,N22000582,8/2017,3/2025,N.A.,3/2025,515.5,N.A.,676,0,0
UTTAR PRADESH,RAILWAYS,1601,JANGHAI PRATAPGARH AMETHI DOUBLING,NR,N22000583,11/2017,3/2025,N.A.,3/2025,701.98,N.A.,1100,0,0
UTTAR PRADESH,RAILWAYS,1602,BARABANKI-MALHAUR - 3RD & 4TH LINE (32.84 KM),NR,N22000590,1/2019,3/2025,N.A.,3/2025,323.85,N.A.,323.85,0,0
UTTAR PRADESH,RAILWAYS,1603,DOUBLING BETWEEN JAUNPUR JN-ZAFFARABAD (6.28 KM),NR,N22000591,3/2023,12/2026,N.A.,12/2026,177.33,N.A.,177.33,0,0
UTTAR PRADESH,RAILWAYS,1604,JANGHAI-PHAPHAMAU - DOUBLING WITH ELECTRIFICATION (46.79 KM),RVNL,N22000596,11/2018,3/2025,N.A.,3/2025,357.48,N.A.,409.38,312.07,48
UTTAR PRADESH,RAILWAYS,1605,BHATNI - AUNRIHAR WITH ELECTRIFICATION (125 KM) (EXCL INDARA - MAU (116.95 KM)),RVNL,N22000598,5/2018,3/2024,N.A.,2/2025,1177.96,N.A.,2529.46,1574.9,76
UTTAR PRADESH,RAILWAYS,1606,MATHURA - VRINDAVAN (11 KM),NCR,N22000612,8/2022,6/2025,N.A.,6/2025,402.88,N.A.,402.88,0,0
UTTAR PRADESH,RAILWAYS,1607,DOMINGARH - GORAKHPUR - GORAKHPUR CANTT - KUSUMHI - 3RD RUNNING LINE (21.15 KM),NER,N22000613,11/2016,6/2024,N.A.,2/2025,186.85,N.A.,457.68,417.25,95
UTTAR PRADESH,ROAD TRANSPORT AND,1608,CONSTRUCTION OF RING ROAD FOR RAEBARELI CITY (PHASE -I) ON EASTERN SIDE OF NH 24B,MoRTH,N24000331,12/2019,4/2022,N.A.,9/2024,282.41,N.A.,319.96,270.96,83
UTTAR PRADESH,ROAD TRANSPORT AND,1609,4-LANNING OF VARANASI GORAKHPUR SECTION OF NH-29 FROM 88.00 148.00 KM 4- LANNING OF VARANASI GORAKHPU,NHAI,N24000549,3/2016,10/2019,Sep-23,9/2024,1396.74,4172.67,4300,3983.38,97.77
UTTAR PRADESH,ROAD TRANSPORT AND,1610,4-LANNING OF VARANASI GORAKHPUR SECTION OF NH-29 FROM 148.00 208.300 KM [PACKAGE-IV],NHAI,N24000551,3/2016,4/2019,Dec-24,12/2024,1587.49,3473.59,3500,3314.79,95.27
UTTAR PRADESH,ROAD TRANSPORT AND,1611,FOUR LANNING OF RAMPUR- KATHGODAM SECTION OF NH-87 FROM KM 0.000 (KM. 190.000 OF NH-24) TO KM 42.791,NHAI,N24000556,3/2016,4/2019,Dec-24,12/2024,899,1623.88,1623.88,1088.92,92.1
UTTAR PRADESH,ROAD TRANSPORT AND,1612,4-LANNING OF HARIDWAR- NAGINA SECTION OF NH 74 FROM (KM 204.300 OF NH 58) TO KM 73.00,NHAI,N24000564,3/2016,7/2020,Mar-25,3/2025,1408,1659.12,1659.12,1198.72,79.46
UTTAR PRADESH,ROAD TRANSPORT AND,1613,CONSTRUCTION OF NH-24 EXTENSION 4-LANE BYPASS STARTING FROM BEHTA ROAD AND TERMINATING AT SITAPUR RO,NHAI,N24000796,3/2018,12/2021,Dec-23,8/2024,1117.84,N.A.,1203.92,1198.22,99.26
UTTAR PRADESH,ROAD TRANSPORT AND,1614,SIX LANING OF HAPUR BYPASS TO MORADABAD SECTION INCLUDING HAPUR BYPASS FROM KM 50.000 (DESIGN CHAINA,NHAI,N24000798,3/2018,11/2021,N.A.,12/2024,2140.93,N.A.,2140.93,2048.57,97.88
UTTAR PRADESH,ROAD TRANSPORT AND,1615,SIX LANING OF CHAKERI TO ALLAHABAD SECTION OF NH-2 FROM KM 483.687 TO KM 628.753 (DESIGN LENGTH ? 14,NHAI,N24001185,11/2017,7/2021,Dec-24,12/2024,2159,2262,2262,2248.28,97.1
UTTAR PRADESH,ROAD TRANSPORT AND,1616,TWO / FOUR LANING OF RAEBARELI - JAGDISHPUR SECTION OF NH-330A FROM KM. 0.000 TO KM. 47.800 (DESIGN,NHAI,N24001306,10/2020,3/2023,N.A.,5/2024,724.6,N.A.,724.6,569.96,84.92
UTTAR PRADESH,ROAD TRANSPORT AND,1617,CONSTRUCTION OF 6 LANE BRIDGE ON GANGA ON NH-96 AND ITS APPROACHES IN PHAPHAMAU ALLAHABAD ON EPC MOD,MoRTH,N24001421,7/2018,2/2024,N.A.,8/2025,1948.25,N.A.,1948.25,930.54,68
UTTAR PRADESH,ROAD TRANSPORT AND,1618,CONSTRUCTION OF BYPASS FOR PROVIDING INTER CONNECTIVITY AMONG (NHS) AROUND THE PRATAPGARH CITY (PRAT,MoRTH,N24001423,4/2021,9/2023,N.A.,12/2024,309.48,N.A.,309.48,112.84,51
UTTAR PRADESH,ROAD TRANSPORT AND,1619,CONSTRUCTION OF FOUR-LANE ELEVATED VIADUCT FROM KM.4+634 TO KM.6+345 ON NH- 24A INCLUDING RETAINING W,MoRTH,N24001424,3/2021,9/2023,N.A.,10/2024,185.09,269.81,269.81,250.1,93
UTTAR PRADESH,ROAD TRANSPORT AND,1620,REHABILITATION AND UPGRADATION TO 2 LANE WITH PS OF RADHAITA TO PILIBHIT SECTION OF 46.130 KM,MoRTH,N24001456,4/2020,2/2024,N.A.,9/2024,199.39,212.96,199.39,142.04,86
UTTAR PRADESH,ROAD TRANSPORT AND,1621,REHABILITATION AND UPGRADATION TO 2 LANE WITH PS OF MIRANPUR KATRA TO RADHAITA SECTION OF NH-730C F,MoRTH,N24001457,4/2020,7/2024,N.A.,3/2025,172.5,169.56,172.5,78.64,59
UTTAR PRADESH,ROAD TRANSPORT AND,1622,CONSTRUCTION OF 4 LANE ELEVATED VIADUCT AT KM. 7.500 MUNSHI PULIA OF NH-24A,MoRTH,N24001460,12/2021,9/2024,N.A.,7/2024,170.6,N.A.,170.6,153.26,100
UTTAR PRADESH,ROAD TRANSPORT AND,1623,2-LANE WITH PS OF BEWAR TO NEAR KARRI VILLAGE SECTION OF NH-92 FROM KM.0.00 TO 30.00 UNDER GNHCP,MoRTH,N24001461,4/2020,3/2024,N.A.,12/2024,236.47,N.A.,236.47,117.7,76
UTTAR PRADESH,ROAD TRANSPORT AND,1624,2-LANE WITH PS OF NEAR KARRI VILLAGE TO ETAWAH SECTION OF NH-92 FROM KM.30.000 TO 57.346 UNDER GNHCP,MoRTH,N24001462,4/2020,7/2024,N.A.,12/2024,211.09,N.A.,211.09,95.92,74
UTTAR PRADESH,ROAD TRANSPORT AND,1625,ALLAHGANJ TO MIRANPUR KATRA SECTION OF NH-730C FROM KM.52.770 TO 114.00,MoRTH,N24001463,4/2020,7/2024,N.A.,2/2024,294.84,309.99,294.84,271.61,100
UTTAR PRADESH,ROAD TRANSPORT AND,1626,PROJECTS- REHABILITATION AND UPGRADATION OF NH-731A FROM KM 0.00 TO KM.35.00,MoRTH,N24001464,3/2021,8/2023,N.A.,9/2024,264.86,N.A.,264.86,98.6,67
UTTAR PRADESH,ROAD TRANSPORT AND,1627,IMPROVEMENT AND UPGRADATION TO TWO LANE WITH PAVED SHOULDER CONFIGURATION FROM EXISTING KM 55.00 TO,MoRTH,N24001469,11/2021,5/2024,N.A.,3/2025,307.11,N.A.,307.11,156.22,68
UTTAR PRADESH,ROAD TRANSPORT AND,1628,R/U TO 2-LANE WITH PS OF BEWAR TO ALLAHGANJ SECTION OF NH-730C FROM KM.0.00 TO 52.770 UNDER GNHCP,MoRTH,N24001471,4/2020,11/2024,N.A.,11/2024,325.24,340.16,325.24,191.34,72
UTTAR PRADESH,ROAD TRANSPORT AND,1629,WIDENING AND UPGRADATION TO FOUR LANE CONFIGURATION FROM KM.34.900 (BHADOHI) TO KM.73.134 (JAUNPUR),MoRTH,N24001479,3/2021,5/2024,N.A.,3/2025,395.62,392.03,395.62,196.1,52
UTTAR PRADESH,ROAD TRANSPORT AND,1630,WIDENING AND STRENGTHENING FROM KM 0.00 TO KM 15.089 OF NH-334A (PURKAJI-LAKSAR-HARIDWAR ROAD) TO TW,MoRTH,N24001480,10/2021,4/2024,N.A.,12/2024,227.06,N.A.,227.06,98.32,82
UTTAR PRADESH,ROAD TRANSPORT AND,1631,6L ACCESS-CONTROLLED HIGHWAY FROM (GANESHPUR) TO(NEAR MOHAND) OF GANESHPUR ? DEHRADUN SECTION FROM K,NHAI,N24001523,3/2021,10/2023,Sep-24,9/2024,836.24,N.A.,836.24,772.93,95.91
UTTAR PRADESH,ROAD TRANSPORT AND,1632,6L OF ACCESS-CONTROLLED HIGHWAY FROM MOHAND TO DAAT KALI TUNNEL OF GANESHPUR ? DEHRADUN SECTION FROM,NHAI,N24001524,3/2021,10/2023,Sep-24,9/2024,990.28,N.A.,990.28,997.49,96.95
UTTAR PRADESH,ROAD TRANSPORT AND,1633,WIDENING AND STRENGTHENING OF SECTION FROM BHARTHANA CHOWK TO KODARKOOT (KM. 0.00 TO KM. 40.00) OF,MoRTH,N24001587,3/2020,9/2024,N.A.,12/2024,262.37,343.77,343.77,235,60
UTTAR PRADESH,ROAD TRANSPORT AND,1634,4L SPUR OF SHAMLI- MUZZAFARNAGAR CONNECTING NH-709AD (PANIPAT-SHAMLI- MUZAFFARNAGAR) AND NH-58 (MEERUT,NHAI,N24001726,1/2023,8/2024,N.A.,8/2024,391.26,N.A.,391.26,14.12,72.2
UTTAR PRADESH,ROAD TRANSPORT AND,1635,"IMPROVEMENT AND UP- GRADATION OF EXISTING ROAD TO 2/4L PS FROM KM 40.000 TO 88.750, START OF KHUTAR B",NHAI,N24001727,3/2022,2/2025,N.A.,2/2025,762.62,N.A.,762.62,402.74,65.07
UTTAR PRADESH,ROAD TRANSPORT AND,1636,"IMPROVEMENT AND UP- GRADATION OF EXISTING ROAD TO 4L PS FROM KM 175.080 TO 229.070, FROM END OF HARDO",NHAI,N24001728,12/2021,7/2025,N.A.,7/2025,1138.81,N.A.,1138.81,194.81,82.62
UTTAR PRADESH,ROAD TRANSPORT AND,1637,4L SPUR OF PANIPAT - SHAMLI CONNECTING NH-709AD (PANIPAT ? SHAMLI ? MUZAFFARNAGAR) AND NH-709A (KARN,NHAI,N24001729,8/2022,4/2024,N.A.,12/2024,326.79,N.A.,329.79,93.31,74
UTTAR PRADESH,ROAD TRANSPORT AND,1638,4L FROM GAJU VILLAGE AT KM 32.982 TO DEVINAGAR BYPASS (END) AT KM 208.000 OF NH 530B (PKG 1C),NHAI,N24001730,12/2021,1/2025,N.A.,1/2025,1384.79,N.A.,1384.79,604.86,84.25
UTTAR PRADESH,ROAD TRANSPORT AND,1639,6L GREENFIELD KANPUR - LUCKNOW (EXPRESSWAY) PKG II FROM KM. 28.500 TO KM. 73.744,NHAI,N24001731,12/2021,5/2025,May-25,5/2025,2470.64,N.A.,2335,449.54,61.06
UTTAR PRADESH,ROAD TRANSPORT AND,1640,"IMPROVEMENT AND UP- GRADATION OF EXISTING ROAD TO 4L PS FROM KM 229.070 TO 260.800, END OF HARDOI DIS",NHAI,N24001732,12/2021,10/2024,N.A.,10/2024,540.97,N.A.,540.97,94.54,58.37
UTTAR PRADESH,ROAD TRANSPORT AND,1641,6L ACCESS CONTROLLED GREENFIELD HIGHWAY OF JUNCTION OF EPE (VILL.- MAVIKALAN) TO VILL.-LOHADDA FROM K,NHAI,N24001733,3/2022,8/2024,N.A.,12/2024,1602.48,N.A.,1602.48,333.42,70.05
UTTAR PRADESH,ROAD TRANSPORT AND,1642,6L ACCESS CONTROL GREENFIELD HIGHWAY OF VILL- LOHADDA TO VILL-KARAUNDA MAHAJAN FROM KM. 27.000 TO KM.,NHAI,N24001734,3/2022,8/2024,N.A.,12/2024,1335.45,N.A.,1335.45,329.85,60.35
UTTAR PRADESH,ROAD TRANSPORT AND,1643,6L ACCESS CONTROL GREENFIELD HIGHWAY OF VILL- KHYAWARI TO VILL-LATIFPUR AT SAHARANPUR BYPASS FROM KM,NHAI,N24001735,3/2022,8/2024,N.A.,12/2024,1428.19,N.A.,1428.19,401.61,67.95
UTTAR PRADESH,ROAD TRANSPORT AND,1644,6L ACCESS CONTROL GREENFIELD HIGHWAY OF VILL- KARAUNDA MAHAJAN TO VILL- KHYAWARI FROM KM. 56.500 TO K,NHAI,N24001736,1/2022,8/2024,N.A.,12/2024,1159.96,N.A.,1159.96,503.59,98
UTTAR PRADESH,ROAD TRANSPORT AND,1645,"4LPS OF MUZAFFARNAGAR TO MIRANPUR SECTION OF NH- 709AD, PKG-III",NHAI,N24001737,11/2021,4/2024,N.A.,4/2024,923.15,N.A.,923.15,455.61,97.1
UTTAR PRADESH,ROAD TRANSPORT AND,1646,"2LPS OF BIJNOR TO KOTAWALI SECTION OF NH-709AD, PKG-IV",NHAI,N24001738,9/2021,10/2023,Dec-24,12/2024,300.79,N.A.,300.79,122.56,66.5
UTTAR PRADESH,ROAD TRANSPORT AND,1647,REHABILITATION and UPGRADATION FROM 2 LANE TO 4 LANE OF NH STRETCH UNDER BHARATMALA PARIYOJANA FOR U,NHAI,N24001739,10/2019,11/2023,Dec-24,12/2024,1779.83,N.A.,2200,1008,96.15
UTTAR PRADESH,ROAD TRANSPORT AND,1648,"4L OF SHAMLI BYAPSS- SAHARANPUR FROM KM 92.2 TO KM 155.025 SECTION OF NH- 709B, PKG-II",NHAI,N24001744,5/2019,11/2022,N.A.,12/2024,779.17,N.A.,779.17,13.27,93
UTTAR PRADESH,ROAD TRANSPORT AND,1649,KANPUR LUCKNOW EXPRESSWAY PKG-1 CONSTRUCTION OF 6-LANE TO EIGHT LANE OF KANPUR LUCKNOW EXPRESSWAY (N,NHAI,N24001745,12/2021,7/2025,Jul-25,7/2025,1972.1,N.A.,1936,429.02,53.25
UTTAR PRADESH,ROAD TRANSPORT AND,1650,2-LANE EXISTING RAMPUR BYPASS OF RAMPUR TO BE DEVELOPED TO 4-LANE ON EPC MODE IN THE STATE OF UTTAR,NHAI,N24001746,3/2021,4/2024,Feb-25,2/2025,364.47,N.A.,364.47,107.18,59.61
UTTAR PRADESH,ROAD TRANSPORT AND,1651,4 LANING OF NAJIBABAD BYPASS OF NH-119 FROM KM. 105.423 TO KM. 118.373 (EXCLUDING 2.45 KM. OF NH-74,NHAI,N24001753,2/2022,6/2024,Nov-24,11/2024,570.98,578.02,578.02,334.13,76
